Lat,Lng,Depth,Mag,Sig,Place,Time,Month,Day,Year
41.171,142.189,39.0,5.4,449,"Hokkaido, Japan region",2008-08-08 15:53:09.940,8,8,2008
-25.406,70.085,10.0,5.3,432,Mid-Indian Ridge,2008-08-08 14:43:48.310,8,8,2008
-3.907,100.993,36.3,5.3,432,"Kepulauan Mentawai region, Indonesia",2008-08-08 07:32:53.390,8,8,2008
-3.942,101.076,23.0,5.8,518,"southern Sumatra, Indonesia",2008-08-08 06:37:41.910,8,8,2008
12.572,-87.721,64.9,5.1,400,near the coast of Nicaragua,2008-08-07 23:41:27.610,8,7,2008
-9.139,-109.518,10.0,5.6,482,central East Pacific Rise,2008-08-07 22:58:33.060,8,7,2008
52.19,-175.651,12.0,5.8,518,"Andreanof Islands, Aleutian Islands, Alaska",2008-08-07 18:30:03.070,8,7,2008
52.281,-175.811,14.9,5.0,385,"Andreanof Islands, Aleutian Islands, Alaska",2008-08-07 12:49:33.120,8,7,2008
52.268,-175.734,10.0,5.0,385,"Andreanof Islands, Aleutian Islands, Alaska",2008-08-07 10:12:02.960,8,7,2008
53.486,-167.47,32.1,5.2,416,"Fox Islands, Aleutian Islands, Alaska",2008-08-07 07:27:42.390,8,7,2008
-8.166,117.809,32.6,5.0,385,"Sumbawa region, Indonesia",2008-08-07 03:46:22.710,8,7,2008
26.64,-111.0,10.0,5.5,465,Gulf of California,2008-08-07 02:18:13.830,8,7,2008
-10.726,161.019,37.1,5.2,416,Solomon Islands,2008-08-07 00:05:56.220,8,7,2008
-8.131,117.665,30.7,5.9,541,"Sumbawa region, Indonesia",2008-08-06 22:41:03.740,8,6,2008
-58.674,-25.112,2.0,5.0,385,South Sandwich Islands region,2008-08-06 14:45:35.240,8,6,2008
-8.914,157.846,10.0,5.2,416,Solomon Islands,2008-08-06 08:38:32.610,8,6,2008
-54.186,-133.402,10.0,5.0,385,Pacific-Antarctic Ridge,2008-08-06 02:18:37.390,8,6,2008
-27.339,-176.319,35.6,5.2,416,Kermadec Islands region,2008-08-05 23:05:27.930,8,5,2008
33.118,91.969,10.0,5.0,385,"southern Qinghai, China",2008-08-05 21:59:44.190,8,5,2008
13.865,93.581,35.0,5.2,416,"Andaman Islands, India region",2008-08-05 10:08:11.950,8,5,2008
32.756,105.494,6.0,6.0,571,"Sichuan-Gansu border region, China",2008-08-05 09:49:17.260,8,5,2008
26.985,126.484,16.4,5.2,416,"Ryukyu Islands, Japan",2008-08-05 01:00:46.600,8,5,2008
-5.916,130.195,173.9,6.3,616,Banda Sea,2008-08-04 20:45:13.970,8,4,2008
34.098,26.576,30.5,5.3,432,"Crete, Greece",2008-08-04 19:38:25.300,8,4,2008
-5.06,151.796,45.1,5.5,465,"New Britain region, Papua New Guinea",2008-08-04 15:16:53.190,8,4,2008
27.081,126.166,25.4,5.3,432,"northwest of the Ryukyu Islands, Japan",2008-08-04 10:25:58.040,8,4,2008
49.852,156.38,76.9,5.8,518,Kuril Islands,2008-08-04 04:42:14.850,8,4,2008
-8.201,120.305,39.9,5.1,400,"Flores region, Indonesia",2008-08-04 03:26:50.440,8,4,2008
39.608,23.849,10.0,5.3,432,Aegean Sea,2008-08-03 00:39:16.860,8,3,2008
-16.314,178.163,10.0,5.5,465,Fiji,2008-08-02 15:34:22.760,8,2,2008
29.355,130.284,54.7,5.1,400,"Ryukyu Islands, Japan",2008-08-02 04:03:27.700,8,2,2008
-33.321,-178.368,24.9,5.0,385,south of the Kermadec Islands,2008-08-02 03:10:04.920,8,2,2008
13.516,120.757,135.1,5.6,492,"Mindoro, Philippines",2008-08-01 10:35:24.260,8,1,2008
32.033,104.722,11.0,5.7,547,"Sichuan-Gansu border region, China",2008-08-01 08:32:43.650,8,1,2008
-22.362,-66.632,212.3,5.3,432,"Jujuy, Argentina",2008-08-01 06:18:38.900,8,1,2008
13.659,118.634,62.3,5.4,449,Philippine Islands region,2008-08-01 02:21:40.840,8,1,2008
-10.488,163.505,35.0,5.2,416,Solomon Islands,2008-07-31 08:07:41.830,7,31,2008
-59.644,-27.806,136.0,5.6,482,South Sandwich Islands region,2008-07-30 20:15:11.520,7,30,2008
-10.676,163.438,38.0,5.1,400,Solomon Islands,2008-07-30 19:06:57.350,7,30,2008
-21.948,-179.609,605.6,5.1,400,Fiji region,2008-07-30 12:59:15.980,7,30,2008
15.979,-96.095,49.7,5.3,432,"Oaxaca, Mexico",2008-07-30 10:23:33.900,7,30,2008
38.02,20.12,9.0,5.0,385,Greece,2008-07-30 05:02:56.000,7,30,2008
-54.727,-118.783,10.0,5.8,518,southern East Pacific Rise,2008-07-29 20:56:22.350,7,29,2008
-2.67,152.659,10.0,5.3,432,"New Ireland region, Papua New Guinea",2008-07-29 18:54:35.190,7,29,2008
33.9485,-117.7663333,15.503,5.44,1095,"5km S of Chino Hills, CA",2008-07-29 18:42:15.670,7,29,2008
-10.578,163.103,10.0,6.0,554,Solomon Islands,2008-07-28 21:40:47.360,7,28,2008
-10.606,163.162,10.0,5.9,536,Solomon Islands,2008-07-28 21:37:32.570,7,28,2008
51.349,-179.043,35.0,5.1,400,"Andreanof Islands, Aleutian Islands, Alaska",2008-07-28 13:06:40.950,7,28,2008
-1.069,99.792,84.5,5.3,432,"Kepulauan Mentawai region, Indonesia",2008-07-28 07:10:04.580,7,28,2008
-24.765,-176.13,58.2,5.3,432,south of the Fiji Islands,2008-07-28 03:43:03.550,7,28,2008
23.577,94.642,94.2,5.2,417,Myanmar,2008-07-27 22:42:05.480,7,27,2008
-0.253,-18.287,17.0,5.9,536,central Mid-Atlantic Ridge,2008-07-27 21:15:42.400,7,27,2008
-7.358,126.493,314.5,5.2,416,"Kepulauan Barat Daya, Indonesia",2008-07-27 19:30:50.800,7,27,2008
11.377,-86.838,48.8,5.1,400,near the coast of Nicaragua,2008-07-27 05:42:29.430,7,27,2008
-23.403,-115.205,10.0,5.0,385,southern East Pacific Rise,2008-07-27 01:18:01.030,7,27,2008
19.184,119.666,23.4,5.2,416,Philippine Islands region,2008-07-27 00:02:50.070,7,27,2008
11.611,91.659,11.6,5.1,400,"Andaman Islands, India region",2008-07-26 05:35:33.750,7,26,2008
-5.808,146.658,39.1,5.5,465,"eastern New Guinea region, Papua New Guinea",2008-07-25 20:11:07.500,7,25,2008
-59.68,-30.211,35.0,5.1,400,South Sandwich Islands region,2008-07-25 16:26:32.580,7,25,2008
-28.18,-70.981,23.3,5.1,400,"Atacama, Chile",2008-07-25 12:13:07.830,7,25,2008
-22.329,-68.171,118.3,5.2,416,"Antofagasta, Chile",2008-07-25 07:48:11.110,7,25,2008
51.279,178.982,21.0,5.9,536,"Rat Islands, Aleutian Islands, Alaska",2008-07-25 00:29:22.970,7,25,2008
-3.448,101.658,75.3,5.1,400,"southern Sumatra, Indonesia",2008-07-24 13:21:50.540,7,24,2008
-21.343,170.48,143.5,5.0,385,southeast of the Loyalty Islands,2008-07-24 11:07:02.750,7,24,2008
32.747,105.542,10.0,5.7,517,"Sichuan-Gansu border region, China",2008-07-24 07:09:30.090,7,24,2008
39.62,141.522,111.9,5.2,416,"eastern Honshu, Japan",2008-07-24 02:27:53.960,7,24,2008
50.967,157.584,27.0,6.2,591,Kuril Islands,2008-07-24 01:43:16.140,7,24,2008
32.752,105.498,4.0,5.5,479,"Sichuan-Gansu border region, China",2008-07-23 19:54:44.160,7,23,2008
39.802,141.464,108.0,6.8,1048,"eastern Honshu, Japan",2008-07-23 15:26:19.950,7,23,2008
-15.316,-177.089,10.0,5.0,385,Fiji region,2008-07-23 13:53:55.830,7,23,2008
-15.39,-177.065,10.0,5.0,385,Fiji region,2008-07-23 13:24:17.220,7,23,2008
-14.75,-176.75,10.0,5.0,385,Fiji region,2008-07-23 12:55:04.000,7,23,2008
3.92,126.082,101.7,5.1,400,"Kepulauan Talaud, Indonesia",2008-07-23 09:55:08.920,7,23,2008
-67.139,112.225,10.0,5.3,432,Antarctica,2008-07-23 08:12:40.810,7,23,2008
-55.75,-125.25,10.0,5.0,385,southern East Pacific Rise,2008-07-23 03:59:28.000,7,23,2008
-30.222,-177.686,53.4,5.0,385,"Kermadec Islands, New Zealand",2008-07-23 02:18:19.520,7,23,2008
-15.131,-173.028,10.0,5.4,449,Tonga,2008-07-22 22:46:15.750,7,22,2008
-16.659,-177.315,35.0,5.0,385,Fiji region,2008-07-22 18:51:41.790,7,22,2008
37.728,142.31,10.0,5.4,449,"off the east coast of Honshu, Japan",2008-07-22 08:46:47.850,7,22,2008
-11.048,164.586,10.0,5.1,400,Santa Cruz Islands region,2008-07-21 15:47:51.770,7,21,2008
37.186,142.051,22.0,6.0,566,"off the east coast of Honshu, Japan",2008-07-21 11:30:29.280,7,21,2008
37.816,142.559,10.0,5.0,385,"off the east coast of Honshu, Japan",2008-07-21 09:01:04.640,7,21,2008
27.773,139.615,481.4,5.8,518,"Bonin Islands, Japan region",2008-07-20 21:30:29.650,7,20,2008
-3.792,150.896,10.0,5.5,465,"New Ireland region, Papua New Guinea",2008-07-20 21:13:36.340,7,20,2008
4.867,62.088,10.0,5.3,432,Carlsberg Ridge,2008-07-20 08:21:42.170,7,20,2008
-8.636,111.225,77.8,5.3,432,"Java, Indonesia",2008-07-20 06:11:08.200,7,20,2008
10.667,-85.777,63.4,5.1,400,Costa Rica,2008-07-20 02:34:12.870,7,20,2008
-0.444,96.953,35.0,5.2,416,"southwest of Sumatra, Indonesia",2008-07-19 23:19:58.460,7,19,2008
-17.337,-177.312,391.0,6.4,630,Fiji region,2008-07-19 22:39:52.700,7,19,2008
-10.985,164.624,10.0,5.2,416,Santa Cruz Islands region,2008-07-19 11:45:40.840,7,19,2008
-11.033,164.562,10.0,5.2,416,Santa Cruz Islands region,2008-07-19 11:15:24.160,7,19,2008
-11.066,164.616,10.0,6.2,591,Santa Cruz Islands region,2008-07-19 11:01:17.710,7,19,2008
-11.239,164.597,10.0,5.0,385,Santa Cruz Islands region,2008-07-19 10:35:38.930,7,19,2008
-11.043,164.531,10.0,5.5,465,Santa Cruz Islands region,2008-07-19 09:34:26.810,7,19,2008
-11.041,164.493,11.0,6.6,670,Santa Cruz Islands region,2008-07-19 09:27:01.460,7,19,2008
37.562,142.402,31.4,5.3,432,"off the east coast of Honshu, Japan",2008-07-19 02:47:29.440,7,19,2008
37.552,142.214,22.0,7.0,846,"off the east coast of Honshu, Japan",2008-07-19 02:39:28.700,7,19,2008
44.33,-129.304,10.0,5.0,385,off the coast of Oregon,2008-07-19 01:00:22.940,7,19,2008
-1.976,-80.276,75.9,5.0,385,near the coast of Ecuador,2008-07-18 05:41:55.540,7,18,2008
44.371,-129.417,10.0,5.7,500,off the coast of Oregon,2008-07-17 22:51:55.320,7,17,2008
44.37,-129.752,10.0,5.2,416,off the coast of Oregon,2008-07-17 22:42:59.360,7,17,2008
43.937,-129.418,10.0,5.1,400,off the coast of Oregon,2008-07-17 22:37:04.210,7,17,2008
44.367,-129.356,10.0,5.5,465,off the coast of Oregon,2008-07-17 22:36:18.780,7,17,2008
44.331,-129.482,10.0,5.0,385,off the coast of Oregon,2008-07-17 18:21:38.690,7,17,2008
31.643,104.197,16.0,5.1,400,"eastern Sichuan, China",2008-07-17 16:40:42.580,7,17,2008
33.171,92.079,20.3,5.3,432,"southern Qinghai, China",2008-07-16 22:58:20.090,7,16,2008
-54.922,-127.505,10.0,5.1,400,Pacific-Antarctic Ridge,2008-07-16 22:31:28.380,7,16,2008
16.834,148.102,10.0,5.0,385,Mariana Islands region,2008-07-16 17:23:43.150,7,16,2008
-31.131,-178.506,89.0,5.5,465,Kermadec Islands region,2008-07-16 17:09:19.070,7,16,2008
8.439,-102.892,10.0,5.1,400,northern East Pacific Rise,2008-07-16 13:42:16.590,7,16,2008
-28.22,-175.738,10.0,5.1,400,Kermadec Islands region,2008-07-16 12:48:41.240,7,16,2008
8.286,-102.874,10.0,5.4,449,northern East Pacific Rise,2008-07-16 10:36:49.790,7,16,2008
-16.599,-172.963,10.0,5.7,500,Samoa Islands region,2008-07-16 08:11:04.000,7,16,2008
-59.345,-17.996,10.0,5.0,385,east of the South Sandwich Islands,2008-07-16 07:24:23.470,7,16,2008
31.562,104.116,10.0,5.0,385,"eastern Sichuan, China",2008-07-15 09:26:22.220,7,15,2008
-47.366,-12.17,10.0,5.7,500,southern Mid-Atlantic Ridge,2008-07-15 05:07:11.900,7,15,2008
35.8,27.86,52.0,6.4,831,"Dodecanese Islands, Greece",2008-07-15 03:26:34.700,7,15,2008
2.177,96.518,24.0,5.6,482,"Simeulue, Indonesia",2008-07-14 04:44:51.640,7,14,2008
21.014,121.149,14.0,6.2,593,Taiwan region,2008-07-13 14:58:33.010,7,13,2008
-18.088,168.138,35.0,5.0,385,Vanuatu,2008-07-13 12:02:17.520,7,13,2008
43.294,-126.445,10.0,5.0,385,off the coast of Oregon,2008-07-12 15:46:02.310,7,12,2008
-10.644,161.664,49.3,5.3,432,Solomon Islands,2008-07-12 08:42:34.330,7,12,2008
-45.82,166.79,101.0,5.1,400,off the west coast of the South Island of New Zealand,2008-07-12 00:08:56.600,7,12,2008
51.36,-176.277,20.9,5.3,432,"Andreanof Islands, Aleutian Islands, Alaska",2008-07-12 00:01:22.730,7,12,2008
21.07,121.138,10.0,5.0,385,Taiwan region,2008-07-11 21:45:10.900,7,11,2008
21.023,121.132,6.0,5.5,465,Taiwan region,2008-07-11 21:35:06.450,7,11,2008
-2.943,147.821,23.7,5.7,500,"Admiralty Islands region, Papua New Guinea",2008-07-11 09:58:49.930,7,11,2008
-11.598,-14.486,10.0,5.0,385,Ascension Island region,2008-07-11 09:28:17.830,7,11,2008
-9.517,107.619,15.6,5.3,432,"south of Java, Indonesia",2008-07-11 06:51:38.220,7,11,2008
6.497,124.631,39.5,5.1,400,"Mindanao, Philippines",2008-07-10 17:32:29.250,7,10,2008
-20.081,169.205,69.5,5.1,400,Vanuatu,2008-07-10 16:01:06.490,7,10,2008
0.938,125.962,35.0,5.1,400,Molucca Sea,2008-07-10 06:29:49.930,7,10,2008
-15.204,167.516,122.7,5.3,432,Vanuatu,2008-07-10 05:16:27.980,7,10,2008
-20.975,168.6,41.0,5.0,385,"Loyalty Islands, New Caledonia",2008-07-10 03:46:45.230,7,10,2008
-1.831,101.137,53.9,5.3,432,"southern Sumatra, Indonesia",2008-07-09 22:17:41.110,7,9,2008
49.261,151.341,285.5,5.2,416,northwest of the Kuril Islands,2008-07-09 12:29:41.140,7,9,2008
3.434,126.791,50.0,5.0,385,"Kepulauan Talaud, Indonesia",2008-07-09 09:13:01.700,7,9,2008
-20.919,168.769,39.0,5.4,449,"Loyalty Islands, New Caledonia",2008-07-09 08:24:16.770,7,9,2008
-60.445,-45.47,10.0,5.1,400,Scotia Sea,2008-07-09 04:17:47.100,7,9,2008
-12.406,166.46,45.2,5.0,385,Santa Cruz Islands,2008-07-09 02:34:43.520,7,9,2008
-60.069,-18.713,10.0,5.1,400,east of the South Sandwich Islands,2008-07-08 18:23:00.480,7,8,2008
39.517,73.176,49.1,5.0,385,Kyrgyzstan,2008-07-08 16:08:35.270,7,8,2008
-15.986,-71.748,123.0,6.2,607,southern Peru,2008-07-08 09:13:07.460,7,8,2008
27.532,128.334,43.0,6.0,660,"Ryukyu Islands, Japan",2008-07-08 07:42:10.730,7,8,2008
15.329,122.491,17.7,5.1,400,Philippine Islands region,2008-07-08 01:41:53.290,7,8,2008
51.938,-177.063,67.1,5.3,432,"Andreanof Islands, Aleutian Islands, Alaska",2008-07-07 22:43:50.840,7,7,2008
-58.065,-22.148,10.0,5.0,385,South Sandwich Islands region,2008-07-07 21:39:25.990,7,7,2008
10.742,91.695,10.0,5.0,385,"Andaman Islands, India region",2008-07-07 09:58:52.390,7,7,2008
-58.09,147.77,10.0,5.0,385,west of Macquarie Island,2008-07-07 07:46:05.170,7,7,2008
-16.428,-174.047,116.0,5.5,465,Tonga,2008-07-07 04:44:55.640,7,7,2008
-5.042,145.635,215.8,5.1,400,"eastern New Guinea region, Papua New Guinea",2008-07-06 17:36:29.470,7,6,2008
27.755,142.251,52.4,5.1,400,"Bonin Islands, Japan region",2008-07-06 17:05:20.400,7,6,2008
15.254,122.491,26.6,5.0,400,Philippine Islands region,2008-07-06 12:46:55.990,7,6,2008
15.286,122.423,26.4,5.4,449,Philippine Islands region,2008-07-06 12:01:31.730,7,6,2008
45.387,150.965,17.0,5.7,500,Kuril Islands,2008-07-06 09:08:21.290,7,6,2008
-25.459,-176.351,49.0,5.3,432,south of the Fiji Islands,2008-07-06 04:30:26.940,7,6,2008
45.354,151.044,22.0,5.7,500,Kuril Islands,2008-07-06 01:00:08.830,7,6,2008
51.66,179.461,73.5,5.1,400,"Rat Islands, Aleutian Islands, Alaska",2008-07-05 12:56:13.760,7,5,2008
36.643,140.952,49.7,5.1,400,"near the east coast of Honshu, Japan",2008-07-05 07:49:02.560,7,5,2008
54.083,153.986,495.4,5.0,385,Sea of Okhotsk,2008-07-05 02:30:56.100,7,5,2008
53.882,152.886,632.8,7.7,915,Sea of Okhotsk,2008-07-05 02:12:04.480,7,5,2008
-32.722,-179.916,45.1,5.1,400,south of the Kermadec Islands,2008-07-04 21:26:46.500,7,4,2008
-3.505,145.379,35.0,5.1,400,"near the north coast of New Guinea, Papua New Guinea",2008-07-04 10:18:02.660,7,4,2008
-1.421,-77.582,190.0,5.2,416,Ecuador,2008-07-04 06:02:49.520,7,4,2008
75.398,133.948,10.0,5.0,385,Laptev Sea,2008-07-04 04:55:05.310,7,4,2008
35.5,58.8,10.0,5.2,416,northeastern Iran,2008-07-03 23:10:02.000,7,3,2008
15.82,-94.126,42.0,5.0,385,"offshore Chiapas, Mexico",2008-07-03 18:21:17.650,7,3,2008
-23.966,69.596,10.0,5.1,400,Mid-Indian Ridge,2008-07-03 09:10:28.340,7,3,2008
10.281,-60.442,33.9,5.8,519,"Trinidad region, Trinidad and Tobago",2008-07-03 06:34:53.700,7,3,2008
-23.37,-179.778,581.2,6.2,591,south of the Fiji Islands,2008-07-03 03:02:37.560,7,3,2008
35.777,88.36,10.0,5.2,416,western Xizang,2008-07-02 20:22:56.720,7,2,2008
12.451,-44.202,10.0,5.0,385,northern Mid-Atlantic Ridge,2008-07-02 00:08:31.380,7,2,2008
52.399,-168.288,31.1,5.0,385,"Fox Islands, Aleutian Islands, Alaska",2008-07-01 15:50:32.460,7,1,2008
-33.075,-16.007,10.0,5.0,385,southern Mid-Atlantic Ridge,2008-07-01 10:38:09.270,7,1,2008
-58.121,-21.882,10.0,5.6,482,east of the South Sandwich Islands,2008-07-01 01:54:41.380,7,1,2008
-58.318,-22.183,35.0,5.3,432,South Sandwich Islands region,2008-07-01 00:48:00.610,7,1,2008
-10.368,-75.512,32.7,5.4,449,central Peru,2008-07-01 00:17:33.230,7,1,2008
-58.146,-21.697,32.8,5.1,400,east of the South Sandwich Islands,2008-06-30 17:18:14.990,6,30,2008
14.47,-93.06,31.0,5.0,385,"offshore Chiapas, Mexico",2008-06-30 11:49:22.000,6,30,2008
-58.227,-22.099,8.0,7.0,754,South Sandwich Islands region,2008-06-30 06:17:43.020,6,30,2008
-38.396,-93.252,10.0,5.2,416,West Chile Rise,2008-06-30 04:05:59.420,6,30,2008
45.156,137.446,326.0,6.0,554,"Primor'ye, Russia",2008-06-29 20:53:04.890,6,29,2008
44.247,-129.25,10.0,5.4,449,off the coast of Oregon,2008-06-29 19:33:40.930,6,29,2008
51.924,-169.924,25.9,5.4,449,"Fox Islands, Aleutian Islands, Alaska",2008-06-29 17:02:18.880,6,29,2008
13.92,-93.38,16.0,5.1,400,"off the coast of Chiapas, Mexico",2008-06-29 16:53:20.000,6,29,2008
35.658,88.307,10.0,5.5,465,western Xizang,2008-06-29 12:47:26.620,6,29,2008
14.178,-92.718,6.0,5.5,465,"offshore Chiapas, Mexico",2008-06-29 09:42:19.520,6,29,2008
35.711,88.343,10.0,5.0,385,western Xizang,2008-06-29 08:41:59.340,6,29,2008
10.75,91.64,23.0,5.2,416,"Andaman Islands, India region",2008-06-29 04:14:37.010,6,29,2008
11.003,91.728,24.1,5.0,385,"Andaman Islands, India region",2008-06-29 00:32:13.400,6,29,2008
26.113,-44.821,10.0,5.0,385,northern Mid-Atlantic Ridge,2008-06-28 23:29:02.310,6,28,2008
14.332,-92.698,35.0,5.1,400,"offshore Chiapas, Mexico",2008-06-28 16:28:55.860,6,28,2008
13.8,-93.28,25.0,5.1,400,"off the coast of Chiapas, Mexico",2008-06-28 15:42:19.000,6,28,2008
10.902,91.925,20.0,5.4,449,"Andaman Islands, India region",2008-06-28 15:29:11.500,6,28,2008
10.847,91.712,15.0,6.1,573,"Andaman Islands, India region",2008-06-28 12:54:46.360,6,28,2008
-6.518,154.939,33.1,5.0,385,"Bougainville region, Papua New Guinea",2008-06-28 12:10:44.240,6,28,2008
-5.161,150.95,146.6,5.0,385,"New Britain region, Papua New Guinea",2008-06-28 09:31:00.300,6,28,2008
-33.099,-16.037,10.0,5.2,416,southern Mid-Atlantic Ridge,2008-06-28 08:56:57.350,6,28,2008
10.873,91.899,29.0,5.1,400,"Andaman Islands, India region",2008-06-28 03:26:52.650,6,28,2008
-15.152,-173.737,32.7,5.2,416,Tonga,2008-06-27 23:34:37.980,6,27,2008
10.892,91.782,25.7,5.0,385,"Andaman Islands, India region",2008-06-27 18:05:13.650,6,27,2008
0.206,96.666,35.0,5.1,400,"Nias region, Indonesia",2008-06-27 14:16:21.150,6,27,2008
10.89,92.003,10.0,5.2,416,"Andaman Islands, India region",2008-06-27 13:10:12.400,6,27,2008
10.894,91.777,17.0,5.9,537,"Andaman Islands, India region",2008-06-27 13:07:08.200,6,27,2008
11.005,91.824,17.0,6.6,680,"Andaman Islands, India region",2008-06-27 11:40:13.990,6,27,2008
11.148,-62.413,147.6,5.2,416,"offshore Sucre, Venezuela",2008-06-27 05:08:11.640,6,27,2008
-22.168,-174.898,35.0,5.0,385,Tonga region,2008-06-27 02:16:00.800,6,27,2008
-20.768,-173.342,38.0,6.2,591,Tonga,2008-06-26 21:19:15.580,6,26,2008
-8.919,-75.584,39.7,5.2,416,central Peru,2008-06-26 12:34:01.650,6,26,2008
-54.288,-136.479,10.0,5.2,416,Pacific-Antarctic Ridge,2008-06-26 12:13:02.610,6,26,2008
-8.903,-75.629,38.1,5.0,385,central Peru,2008-06-26 00:06:39.570,6,26,2008
41.937,142.486,55.6,5.5,465,"Hokkaido, Japan region",2008-06-25 23:37:11.960,6,25,2008
-5.266,151.69,50.6,5.7,500,"New Britain region, Papua New Guinea",2008-06-25 15:41:28.000,6,25,2008
-6.529,154.552,58.0,5.0,385,"Bougainville region, Papua New Guinea",2008-06-25 10:20:10.160,6,25,2008
11.976,125.646,68.3,5.4,449,"Samar, Philippines",2008-06-25 06:40:47.640,6,25,2008
1.344,97.191,16.0,5.7,500,"Nias region, Indonesia",2008-06-25 02:53:25.440,6,25,2008
-56.015,-143.685,10.0,5.3,432,Pacific-Antarctic Ridge,2008-06-25 02:41:43.420,6,25,2008
-56.032,-144.435,10.0,5.2,416,Pacific-Antarctic Ridge,2008-06-25 02:35:16.510,6,25,2008
1.324,97.158,19.0,5.5,465,"Nias region, Indonesia",2008-06-25 01:52:36.040,6,25,2008
-2.555,138.453,35.0,5.1,400,"Papua, Indonesia",2008-06-24 19:48:10.060,6,24,2008
-2.523,138.423,11.6,5.0,385,"Papua, Indonesia",2008-06-24 19:37:17.570,6,24,2008
-3.185,101.433,49.0,5.1,400,"southern Sumatra, Indonesia",2008-06-24 19:14:44.150,6,24,2008
40.039,70.841,48.9,5.0,385,Kyrgyzstan,2008-06-24 18:26:53.010,6,24,2008
28.997,142.448,42.4,5.0,385,"Bonin Islands, Japan region",2008-06-24 17:02:35.690,6,24,2008
46.482,153.267,10.0,5.6,482,Kuril Islands,2008-06-23 12:32:12.530,6,23,2008
67.698,141.276,18.0,6.1,572,"northeastern Sakha, Russia",2008-06-22 23:56:30.030,6,22,2008
-12.689,166.695,35.0,5.2,416,Santa Cruz Islands,2008-06-22 20:18:41.210,6,22,2008
-8.809,157.879,10.0,5.3,432,Solomon Islands,2008-06-22 13:15:34.790,6,22,2008
-8.865,157.804,11.0,5.8,518,Solomon Islands,2008-06-22 07:22:06.660,6,22,2008
16.704,-93.943,132.1,5.1,400,"Chiapas, Mexico",2008-06-22 01:32:06.890,6,22,2008
36.474,70.234,222.9,5.1,400,"Hindu Kush region, Afghanistan",2008-06-21 19:52:16.840,6,21,2008
36.06,21.82,5.0,5.6,482,southern Greece,2008-06-21 11:36:23.900,6,21,2008
-5.396,152.067,70.6,5.1,400,"New Britain region, Papua New Guinea",2008-06-21 07:28:44.540,6,21,2008
36.1,21.93,17.0,5.2,416,southern Greece,2008-06-21 05:57:16.200,6,21,2008
-22.625,171.155,53.4,5.2,416,southeast of the Loyalty Islands,2008-06-21 00:29:14.240,6,21,2008
-2.035,98.704,24.8,5.2,416,"southwest of Sumatra, Indonesia",2008-06-20 12:24:58.100,6,20,2008
-3.086,101.267,58.4,5.0,385,"southern Sumatra, Indonesia",2008-06-20 10:01:38.620,6,20,2008
-15.264,-174.639,35.0,5.1,400,Tonga,2008-06-20 04:24:37.650,6,20,2008
-4.775,148.922,607.5,5.5,465,Bismarck Sea,2008-06-20 03:16:02.350,6,20,2008
-18.699,-174.661,139.3,5.2,416,Tonga,2008-06-20 00:18:32.230,6,20,2008
-14.756,167.336,113.1,5.0,385,Vanuatu,2008-06-19 20:36:09.840,6,19,2008
-18.87,-173.318,10.0,5.0,385,Tonga,2008-06-19 16:43:28.640,6,19,2008
-18.707,-173.389,10.0,5.1,400,Tonga,2008-06-19 16:20:48.170,6,19,2008
-2.586,152.974,35.0,5.1,400,"New Ireland region, Papua New Guinea",2008-06-19 14:42:51.490,6,19,2008
-14.366,167.377,188.2,5.1,400,Vanuatu,2008-06-19 05:19:20.570,6,19,2008
12.515,-87.716,72.0,5.0,385,near the coast of Nicaragua,2008-06-19 02:26:38.310,6,19,2008
-4.932,151.754,143.3,5.5,465,"New Britain region, Papua New Guinea",2008-06-19 00:36:45.700,6,19,2008
6.791,92.701,35.3,5.1,400,"Nicobar Islands, India region",2008-06-19 00:35:33.370,6,19,2008
-18.351,-174.685,73.0,5.1,400,Tonga,2008-06-18 18:34:33.190,6,18,2008
3.014,126.771,34.3,5.0,385,"Kepulauan Talaud, Indonesia",2008-06-18 14:32:33.700,6,18,2008
1.975,128.408,73.8,5.4,449,"Halmahera, Indonesia",2008-06-18 13:13:10.920,6,18,2008
-12.205,166.713,185.9,5.0,385,Santa Cruz Islands,2008-06-18 09:30:11.440,6,18,2008
33.205,92.016,44.4,5.2,416,"southern Qinghai, China",2008-06-18 08:12:18.270,6,18,2008
35.289,91.27,10.0,5.4,449,"southern Qinghai, China",2008-06-18 05:23:31.400,6,18,2008
37.67,22.78,83.0,5.1,425,southern Greece,2008-06-18 01:58:42.900,6,18,2008
-9.32,67.165,10.0,5.0,385,Mid-Indian Ridge,2008-06-17 20:57:04.270,6,17,2008
5.008,-82.652,10.0,5.9,536,south of Panama,2008-06-17 17:42:09.670,6,17,2008
53.967,127.985,10.0,5.1,400,"Amurskaya Oblast', Russia",2008-06-17 17:26:11.710,6,17,2008
-64.728,177.402,10.0,5.2,416,Balleny Islands region,2008-06-16 20:13:01.730,6,16,2008
38.997,140.841,10.8,5.1,400,"eastern Honshu, Japan",2008-06-16 14:14:38.410,6,16,2008
-49.332,116.505,10.0,5.0,385,western Indian-Antarctic Ridge,2008-06-16 10:17:51.010,6,16,2008
-9.553,107.745,11.6,5.1,400,"south of Java, Indonesia",2008-06-15 15:09:30.730,6,15,2008
-23.076,-66.417,211.6,5.0,385,"Jujuy, Argentina",2008-06-15 12:21:28.880,6,15,2008
