Lat,Lng,Depth,Mag,MMI,Sig,Felt,Place,Time,Month,Day,Year
-26.916,-177.245,19.0,6.0,,554,,south of the Fiji Islands,2010-08-04 04:46:20.380,8,4,2010
-23.91,-66.649,178.4,5.1,,400,,"Jujuy, Argentina",2010-08-04 04:24:36.260,8,4,2010
-22.562,171.502,16.0,5.6,,482,,southeast of the Loyalty Islands,2010-08-03 22:30:23.800,8,3,2010
-9.5,39.064,10.0,5.3,,434,5.0,Tanzania,2010-08-03 19:42:13.160,8,3,2010
38.452,69.637,23.7,5.2,,416,,Tajikistan,2010-08-03 16:26:25.090,8,3,2010
1.239,126.213,41.0,6.3,,612,4.0,Molucca Sea,2010-08-03 12:08:25.950,8,3,2010
-6.35,103.964,47.1,5.0,,385,,"southwest of Sumatra, Indonesia",2010-08-03 08:03:20.110,8,3,2010
-19.932,-70.334,33.3,5.1,,405,14.0,"near the coast of Tarapaca, Chile",2010-08-03 05:29:18.000,8,3,2010
10.94,93.246,83.8,5.1,3.506,402,5.0,"Andaman Islands, India region",2010-08-03 01:48:12.880,8,3,2010
-6.498,104.618,41.7,5.4,,449,,"Sunda Strait, Indonesia",2010-08-02 23:13:29.800,8,2,2010
-37.404,78.287,10.0,5.2,,416,,Mid-Indian Ridge,2010-08-02 21:47:41.870,8,2,2010
62.056,145.567,21.1,5.3,,432,,"Magadanskaya Oblast', Russia",2010-08-02 14:17:15.720,8,2,2010
7.103,-34.206,10.0,5.8,,518,,central Mid-Atlantic Ridge,2010-08-02 03:30:02.890,8,2,2010
-54.25,-2.75,10.0,5.0,,385,,southern Mid-Atlantic Ridge,2010-08-02 00:07:36.000,8,2,2010
7.604,136.002,35.0,5.2,,416,,Palau region,2010-08-01 15:46:21.170,8,1,2010
-31.522,179.741,385.4,5.4,,449,,Kermadec Islands region,2010-08-01 07:25:03.410,8,1,2010
-6.996,150.65,43.2,5.2,,416,,"New Britain region, Papua New Guinea",2010-07-31 23:12:56.900,7,31,2010
-0.763,-16.025,10.0,5.5,,465,,north of Ascension Island,2010-07-31 11:36:56.590,7,31,2010
29.703,56.812,4.0,5.4,6.5,449,,southern Iran,2010-07-31 06:52:57.800,7,31,2010
13.436,-90.493,79.3,5.0,,385,,offshore Guatemala,2010-07-31 05:15:13.640,7,31,2010
-6.103,150.404,35.0,5.4,,449,,"New Britain region, Papua New Guinea",2010-07-31 04:28:19.960,7,31,2010
-1.074,67.456,10.0,5.0,,385,,Carlsberg Ridge,2010-07-31 01:58:29.980,7,31,2010
27.691,139.672,496.9,5.3,,432,,"Bonin Islands, Japan region",2010-07-30 20:43:05.350,7,30,2010
11.623,-86.695,80.6,5.2,,417,6.0,near the coast of Nicaragua,2010-07-30 14:41:27.200,7,30,2010
35.221,59.317,19.0,5.5,6.295,469,8.0,northeastern Iran,2010-07-30 13:50:12.570,7,30,2010
-37.425,-73.642,15.9,5.1,,400,,"offshore Bio-Bio, Chile",2010-07-30 12:10:54.000,7,30,2010
2.094,126.583,50.7,5.5,,465,,Molucca Sea,2010-07-30 11:39:55.430,7,30,2010
-61.348,154.209,10.0,5.5,,465,,Balleny Islands region,2010-07-30 04:37:20.440,7,30,2010
52.495,159.888,16.9,5.4,,449,,"off the east coast of the Kamchatka Peninsula, Russia",2010-07-30 04:28:02.920,7,30,2010
52.498,159.843,23.0,6.3,,611,,"off the east coast of the Kamchatka Peninsula, Russia",2010-07-30 03:56:13.710,7,30,2010
-20.147,66.855,10.0,5.0,,385,,Mauritius - Reunion region,2010-07-29 23:28:05.900,7,29,2010
3.924,-74.999,51.4,5.1,,519,259.0,Colombia,2010-07-29 19:34:46.490,7,29,2010
-15.6,-172.981,25.8,5.0,,385,,Samoa Islands region,2010-07-29 13:59:16.250,7,29,2010
6.548,123.222,618.0,6.6,,670,,"Moro Gulf, Mindanao, Philippines",2010-07-29 07:31:56.240,7,29,2010
-17.838,179.508,35.0,5.2,,416,,Fiji,2010-07-29 05:30:11.510,7,29,2010
-12.236,165.523,28.9,5.2,,416,,Santa Cruz Islands,2010-07-28 18:21:09.680,7,28,2010
43.756,-125.815,10.0,5.2,3.18,422,29.0,off the coast of Oregon,2010-07-28 16:12:05.610,7,28,2010
52.628,-169.345,14.9,5.2,,416,,"Fox Islands, Aleutian Islands, Alaska",2010-07-28 12:07:44.110,7,28,2010
52.667,-169.408,10.0,5.6,,482,,"Fox Islands, Aleutian Islands, Alaska",2010-07-28 11:31:46.470,7,28,2010
-7.318,126.393,377.7,5.5,,465,,"Kepulauan Barat Daya, Indonesia",2010-07-27 16:54:12.830,7,27,2010
38.933,142.156,19.5,5.0,,385,,"near the east coast of Honshu, Japan",2010-07-26 23:31:04.710,7,26,2010
-24.554,-176.929,116.9,5.0,,385,,south of the Fiji Islands,2010-07-26 23:19:18.230,7,26,2010
6.669,123.25,625.7,5.4,,449,,"Moro Gulf, Mindanao, Philippines",2010-07-26 23:06:49.750,7,26,2010
-23.966,-176.095,35.0,5.0,,385,,south of the Fiji Islands,2010-07-26 22:58:19.350,7,26,2010
-24.053,-66.825,193.2,5.6,,482,,"Jujuy, Argentina",2010-07-26 17:31:31.260,7,26,2010
-3.832,141.4,35.0,5.6,5.261,482,,"New Guinea, Papua New Guinea",2010-07-26 17:08:49.850,7,26,2010
6.799,123.623,606.2,5.0,,385,,"Moro Gulf, Mindanao, Philippines",2010-07-26 16:37:02.740,7,26,2010
-4.873,153.444,53.8,5.0,,385,,"New Ireland region, Papua New Guinea",2010-07-26 13:19:13.900,7,26,2010
49.703,154.637,130.0,5.6,,482,,Kuril Islands,2010-07-25 12:57:01.360,7,25,2010
6.82,123.562,618.4,5.3,,432,,"Moro Gulf, Mindanao, Philippines",2010-07-25 08:18:29.180,7,25,2010
-15.051,-173.556,10.0,5.1,,400,,Tonga,2010-07-25 04:11:38.130,7,25,2010
22.759,120.84,32.0,5.2,,420,10.0,Taiwan,2010-07-25 03:52:11.670,7,25,2010
-15.069,-173.548,7.0,5.9,,536,,Tonga,2010-07-25 03:39:17.410,7,25,2010
-1.422,120.636,46.6,5.1,,400,,"Sulawesi, Indonesia",2010-07-24 23:51:12.640,7,24,2010
-34.007,-72.308,23.5,5.2,,418,6.0,"offshore Libertador O'Higgins, Chile",2010-07-24 21:46:36.000,7,24,2010
-8.137,68.032,10.0,5.1,,400,,Chagos Archipelago region,2010-07-24 20:28:05.630,7,24,2010
-12.548,114.522,10.0,5.0,,385,,northwest of Australia,2010-07-24 19:17:56.000,7,24,2010
60.31,-177.546,10.0,5.2,,416,,Bering Sea,2010-07-24 17:13:24.850,7,24,2010
-1.348,99.533,35.0,5.0,,386,3.0,"Kepulauan Mentawai region, Indonesia",2010-07-24 15:17:50.590,7,24,2010
6.717,123.646,598.5,5.1,,400,,"Moro Gulf, Mindanao, Philippines",2010-07-24 11:56:24.990,7,24,2010
-5.506,147.666,171.2,5.0,,385,,"eastern New Guinea region, Papua New Guinea",2010-07-24 10:22:06.070,7,24,2010
-10.831,165.519,50.4,5.1,,400,,Santa Cruz Islands,2010-07-24 07:55:40.440,7,24,2010
-6.503,149.817,42.1,5.1,,400,,"New Britain region, Papua New Guinea",2010-07-24 07:46:18.900,7,24,2010
6.218,123.519,553.0,6.6,2.724,670,,"Moro Gulf, Mindanao, Philippines",2010-07-24 05:35:01.060,7,24,2010
0.997,99.541,42.0,5.3,,454,47.0,"northern Sumatra, Indonesia",2010-07-24 02:11:25.650,7,24,2010
6.776,123.259,640.6,7.5,2.907,875,27.0,"Moro Gulf, Mindanao, Philippines",2010-07-23 23:15:10.190,7,23,2010
6.725,124.026,591.2,5.4,,449,,"Mindanao, Philippines",2010-07-23 23:02:58.590,7,23,2010
7.319,123.765,601.7,5.8,,518,,"Mindanao, Philippines",2010-07-23 22:59:48.930,7,23,2010
6.545,123.431,611.5,5.8,,518,,"Moro Gulf, Mindanao, Philippines",2010-07-23 22:57:40.640,7,23,2010
6.497,123.48,578.0,7.6,3.498,901,28.0,"Moro Gulf, Mindanao, Philippines",2010-07-23 22:51:11.840,7,23,2010
6.647,123.694,614.3,5.0,,385,,"Moro Gulf, Mindanao, Philippines",2010-07-23 22:21:54.140,7,23,2010
6.867,123.622,617.2,5.2,,416,,"Moro Gulf, Mindanao, Philippines",2010-07-23 22:20:47.360,7,23,2010
6.684,123.571,605.3,5.5,,465,,"Moro Gulf, Mindanao, Philippines",2010-07-23 22:19:35.230,7,23,2010
6.718,123.409,607.1,7.3,2.968,827,18.0,"Moro Gulf, Mindanao, Philippines",2010-07-23 22:08:11.250,7,23,2010
-22.143,170.117,48.5,5.2,,416,,southeast of the Loyalty Islands,2010-07-23 18:31:14.710,7,23,2010
-4.533,102.451,35.0,5.1,,400,,"southern Sumatra, Indonesia",2010-07-23 14:34:13.250,7,23,2010
26.777,143.119,15.1,5.0,,385,,"Bonin Islands, Japan region",2010-07-22 23:27:10.980,7,22,2010
1.361,126.932,79.5,5.3,,432,,Molucca Sea,2010-07-22 22:26:49.380,7,22,2010
35.839,140.413,47.0,5.1,,452,104.0,"near the east coast of Honshu, Japan",2010-07-22 21:06:34.200,7,22,2010
-15.132,168.162,6.0,6.1,6.812,572,,Vanuatu,2010-07-22 05:03:56.440,7,22,2010
-2.892,128.048,36.3,5.0,,385,,"Ceram Sea, Indonesia",2010-07-22 04:45:04.440,7,22,2010
-6.3,150.552,35.0,5.0,,385,,"New Britain region, Papua New Guinea",2010-07-22 03:58:55.760,7,22,2010
-6.332,150.45,41.0,5.1,,400,,"New Britain region, Papua New Guinea",2010-07-22 03:54:28.950,7,22,2010
-15.173,168.177,35.0,5.0,,385,,Vanuatu,2010-07-21 22:36:32.990,7,21,2010
-5.001,101.131,25.7,5.2,,416,,"southwest of Sumatra, Indonesia",2010-07-21 22:25:32.490,7,21,2010
-35.576,-104.013,10.0,5.3,,432,,southeast of Easter Island,2010-07-21 11:29:45.490,7,21,2010
3.039,128.222,100.0,6.1,4.427,572,,"north of Halmahera, Indonesia",2010-07-21 09:16:04.420,7,21,2010
52.681,-169.707,4.8,5.1,,400,,"Fox Islands, Aleutian Islands, Alaska",2010-07-21 05:51:46.290,7,21,2010
-2.769,141.175,38.5,5.3,,432,,"near the north coast of New Guinea, Papua New Guinea",2010-07-20 23:54:33.440,7,20,2010
11.735,125.395,45.9,5.0,,385,,"Samar, Philippines",2010-07-20 21:50:30.130,7,20,2010
-22.775,171.759,42.5,5.5,,465,,southeast of the Loyalty Islands,2010-07-20 21:06:38.620,7,20,2010
-6.015,150.696,35.0,5.6,4.661,482,,"New Britain region, Papua New Guinea",2010-07-20 20:31:08.860,7,20,2010
27.056,53.812,10.0,5.1,,408,16.0,southern Iran,2010-07-20 19:50:10.920,7,20,2010
27.022,53.861,10.0,5.8,6.968,527,22.0,southern Iran,2010-07-20 19:38:09.530,7,20,2010
-5.902,150.712,24.0,6.3,6.184,611,,"New Britain region, Papua New Guinea",2010-07-20 19:18:20.370,7,20,2010
-29.031,-13.096,10.0,5.8,,518,,southern Mid-Atlantic Ridge,2010-07-20 17:19:50.290,7,20,2010
52.563,-169.341,13.2,5.0,,385,,"Fox Islands, Aleutian Islands, Alaska",2010-07-20 12:53:50.500,7,20,2010
-55.5,-128.5,10.0,5.0,,385,,Pacific-Antarctic Ridge,2010-07-20 11:06:08.000,7,20,2010
-8.71,157.697,25.3,5.0,,385,,Solomon Islands,2010-07-20 08:32:03.590,7,20,2010
52.781,-169.7,5.0,5.0,,385,,"Fox Islands, Aleutian Islands, Alaska",2010-07-19 19:09:06.620,7,19,2010
49.46,-130.047,10.0,5.4,,449,,"Vancouver Island, Canada region",2010-07-19 17:15:04.560,7,19,2010
-6.064,151.032,46.5,5.2,,416,,"New Britain region, Papua New Guinea",2010-07-19 15:34:22.490,7,19,2010
52.724,-169.409,2.5,5.1,,400,,"Fox Islands, Aleutian Islands, Alaska",2010-07-19 14:24:40.540,7,19,2010
-6.228,150.422,35.0,5.0,,385,,"New Britain region, Papua New Guinea",2010-07-19 10:36:59.690,7,19,2010
52.717,-169.561,10.0,5.5,5.328,465,,"Fox Islands, Aleutian Islands, Alaska",2010-07-19 08:23:14.320,7,19,2010
52.655,-169.333,10.0,5.7,,500,,"Fox Islands, Aleutian Islands, Alaska",2010-07-19 08:20:30.210,7,19,2010
-6.068,150.495,35.9,5.2,,416,,"New Britain region, Papua New Guinea",2010-07-19 07:25:42.290,7,19,2010
-6.122,150.458,35.0,5.0,,385,,"New Britain region, Papua New Guinea",2010-07-19 07:24:41.160,7,19,2010
-6.492,150.197,35.0,5.4,,449,,"New Britain region, Papua New Guinea",2010-07-19 03:01:12.630,7,19,2010
-37.28,-73.844,18.3,5.0,,385,,"offshore Bio-Bio, Chile",2010-07-18 22:59:04.000,7,18,2010
-6.108,150.625,43.1,5.1,,400,,"New Britain region, Papua New Guinea",2010-07-18 20:50:28.250,7,18,2010
52.815,-169.719,10.0,6.0,,554,,"Fox Islands, Aleutian Islands, Alaska",2010-07-18 19:48:04.540,7,18,2010
-5.931,150.59,35.0,7.3,6.62,829,12.0,"New Britain region, Papua New Guinea",2010-07-18 13:34:59.360,7,18,2010
-5.966,150.428,28.0,6.9,6.69,737,12.0,"New Britain region, Papua New Guinea",2010-07-18 13:04:09.410,7,18,2010
24.131,122.47,26.9,5.1,,409,22.0,Taiwan region,2010-07-18 13:03:24.500,7,18,2010
52.876,-169.848,14.0,6.7,,695,11.0,"Fox Islands, Aleutian Islands, Alaska",2010-07-18 05:56:44.930,7,18,2010
-41.947,-73.838,45.0,5.0,,400,41.0,"Isla Chiloe, Los Lagos, Chile",2010-07-18 03:29:37.000,7,18,2010
-54.295,-136.74,10.0,5.3,,432,,Pacific-Antarctic Ridge,2010-07-17 20:35:31.290,7,17,2010
-15.661,-175.223,10.0,5.6,,482,,Tonga,2010-07-17 16:20:01.580,7,17,2010
-24.715,-69.817,55.0,5.5,4.384,487,41.0,"Antofagasta, Chile",2010-07-17 06:07:43.550,7,17,2010
-20.676,-178.859,608.3,5.2,,416,,Fiji region,2010-07-17 04:34:00.500,7,17,2010
-5.777,147.109,69.7,5.0,,385,,"eastern New Guinea region, Papua New Guinea",2010-07-17 01:03:49.720,7,17,2010
39.34,23.992,9.1,5.0,,397,30.0,Aegean Sea,2010-07-16 18:53:10.450,7,16,2010
36.81,26.91,165.0,5.1,,404,14.0,"Dodecanese Islands, Greece",2010-07-16 08:11:01.900,7,16,2010
-8.234,118.591,47.6,5.0,,385,,"Sumbawa region, Indonesia",2010-07-16 05:58:26.420,7,16,2010
-8.275,118.584,40.4,5.1,,400,,"Sumbawa region, Indonesia",2010-07-16 05:45:52.540,7,16,2010
-21.281,-68.244,120.1,5.1,,400,,"Antofagasta, Chile",2010-07-16 02:25:23.960,7,16,2010
12.826,-88.535,62.4,5.1,,406,13.0,offshore El Salvador,2010-07-16 00:06:42.520,7,16,2010
-38.133,-74.169,27.2,5.0,,385,,"offshore Bio-Bio, Chile",2010-07-15 01:02:02.000,7,15,2010
-34.153,-72.303,8.8,5.4,,479,72.0,"offshore Libertador O'Higgins, Chile",2010-07-15 00:36:02.000,7,15,2010
-38.224,-73.23,35.0,5.8,5.336,528,24.0,"Bio-Bio, Chile",2010-07-14 15:05:50.400,7,14,2010
51.811,-176.113,50.6,5.6,,482,,"Andreanof Islands, Aleutian Islands, Alaska",2010-07-14 11:01:27.240,7,14,2010
-38.067,-73.31,22.0,6.6,6.651,746,138.0,"Bio-Bio, Chile",2010-07-14 08:32:21.490,7,14,2010
-38.098,-73.412,35.0,5.1,,411,21.0,"Bio-Bio, Chile",2010-07-14 08:21:14.370,7,14,2010
-2.433,138.795,31.1,5.7,5.646,500,,"Papua, Indonesia",2010-07-13 23:56:30.500,7,13,2010
1.369,97.182,42.9,5.0,,385,,"Nias region, Indonesia",2010-07-13 22:21:05.270,7,13,2010
1.394,97.144,32.6,5.1,,400,,"Nias region, Indonesia",2010-07-13 04:26:25.260,7,13,2010
-43.45,39.932,10.0,5.2,,416,,Prince Edward Islands region,2010-07-12 19:24:04.070,7,12,2010
6.619,123.397,618.0,5.3,,432,,"Moro Gulf, Mindanao, Philippines",2010-07-12 16:53:06.830,7,12,2010
-22.146,-68.216,115.0,6.3,4.882,630,36.0,"Antofagasta, Chile",2010-07-12 00:11:21.250,7,12,2010
7.596,91.898,42.8,5.2,,416,,"Nicobar Islands, India region",2010-07-11 21:08:25.420,7,11,2010
-38.965,177.353,37.7,5.1,,400,,North Island of New Zealand,2010-07-11 13:23:40.160,7,11,2010
-30.813,-178.268,60.2,5.0,,385,,"Kermadec Islands, New Zealand",2010-07-11 03:00:05.520,7,11,2010
-61.953,46.445,10.0,5.0,,385,,South Indian Ocean,2010-07-11 02:24:05.870,7,11,2010
-30.582,-179.944,406.4,5.2,,416,,Kermadec Islands region,2010-07-10 23:04:22.600,7,10,2010
-25.261,-176.538,72.8,5.0,,385,,south of the Fiji Islands,2010-07-10 14:49:50.970,7,10,2010
-7.863,158.709,47.2,5.7,4.35,500,,Solomon Islands,2010-07-10 12:54:19.920,7,10,2010
11.143,145.999,13.0,6.3,,626,40.0,south of the Mariana Islands,2010-07-10 11:43:32.790,7,10,2010
-10.532,161.338,59.5,5.0,,385,,Solomon Islands,2010-07-10 08:42:28.680,7,10,2010
-39.923,-16.526,10.0,5.2,,416,,southern Mid-Atlantic Ridge,2010-07-10 06:18:23.650,7,10,2010
14.006,145.026,136.0,5.6,,521,90.0,"Rota region, Northern Mariana Islands",2010-07-10 05:39:43.080,7,10,2010
-46.06,-75.589,14.9,5.3,,432,,"near the coast of Aisen, Chile",2010-07-09 22:57:17.810,7,9,2010
-6.005,147.076,10.0,5.0,,385,,"eastern New Guinea region, Papua New Guinea",2010-07-09 16:56:30.120,7,9,2010
52.164,142.123,22.7,5.0,,385,,"Sakhalin, Russia",2010-07-09 15:17:48.340,7,9,2010
-49.284,120.832,10.0,5.2,,416,,western Indian-Antarctic Ridge,2010-07-09 11:16:15.900,7,9,2010
-6.04,105.495,67.6,5.1,,400,,"Sunda Strait, Indonesia",2010-07-09 10:13:38.760,7,9,2010
-6.335,-107.518,10.0,5.0,,385,,central East Pacific Rise,2010-07-09 08:39:05.650,7,9,2010
24.753,122.596,126.3,5.2,,418,7.0,Taiwan region,2010-07-09 00:41:19.540,7,9,2010
24.421,122.11,24.6,5.0,,394,23.0,Taiwan region,2010-07-08 19:43:37.810,7,8,2010
14.372,93.26,35.0,5.0,,385,,"Andaman Islands, India region",2010-07-08 13:46:58.420,7,8,2010
-24.007,-179.788,510.7,5.8,,518,,south of the Fiji Islands,2010-07-08 12:48:21.980,7,8,2010
-5.62,153.815,71.4,5.2,,416,,"New Ireland region, Papua New Guinea",2010-07-08 04:55:17.060,7,8,2010
33.4173333,-116.4746667,12.318,5.42,6.735,1032,24940.0,"20km NNW of Borrego Springs, CA",2010-07-07 23:53:33.480,7,7,2010
8.955,-75.654,39.3,5.0,,385,,northern Colombia,2010-07-07 20:38:54.550,7,7,2010
-4.073,-103.734,10.0,5.0,,385,,central East Pacific Rise,2010-07-07 11:31:21.300,7,7,2010
-6.068,154.446,35.0,5.0,,385,,"Bougainville region, Papua New Guinea",2010-07-07 10:50:16.940,7,7,2010
-6.08,154.508,35.0,5.3,,432,,"Bougainville region, Papua New Guinea",2010-07-07 09:13:31.610,7,7,2010
-6.169,154.424,35.0,5.9,4.102,536,,"Bougainville region, Papua New Guinea",2010-07-07 06:50:40.970,7,7,2010
29.841,80.397,32.8,5.0,3.607,386,5.0,Nepal-India border region,2010-07-06 19:08:25.870,7,6,2010
-53.752,140.728,10.0,5.0,,385,,west of Macquarie Island,2010-07-06 18:28:22.420,7,6,2010
-53.73,140.606,10.0,5.3,,432,,west of Macquarie Island,2010-07-06 18:02:10.140,7,6,2010
-22.353,171.651,128.6,5.3,,432,,southeast of the Loyalty Islands,2010-07-06 16:38:05.760,7,6,2010
-35.619,-71.953,47.2,5.0,,389,12.0,"Maule, Chile",2010-07-06 13:54:02.140,7,6,2010
10.358,-62.448,49.5,5.0,,386,3.0,"Gulf of Paria, Venezuela",2010-07-06 13:47:49.640,7,6,2010
-50.477,114.179,10.0,5.0,,385,,western Indian-Antarctic Ridge,2010-07-06 12:21:43.550,7,6,2010
-50.453,114.266,10.0,5.0,,385,,western Indian-Antarctic Ridge,2010-07-06 08:12:01.800,7,6,2010
-8.866,157.532,36.4,5.2,,416,,Solomon Islands,2010-07-06 01:16:20.200,7,6,2010
-2.673,141.413,8.0,5.0,,385,,"near the north coast of New Guinea, Papua New Guinea",2010-07-06 00:38:48.850,7,6,2010
-57.515,157.61,11.6,5.1,,400,,Macquarie Island region,2010-07-05 21:47:27.120,7,5,2010
-54.174,-136.867,10.0,5.3,,432,,Pacific-Antarctic Ridge,2010-07-05 15:57:36.580,7,5,2010
39.697,142.369,27.0,6.3,5.219,629,36.0,"near the east coast of Honshu, Japan",2010-07-04 21:55:51.980,7,4,2010
-15.027,-174.615,10.0,5.3,,432,,Tonga,2010-07-04 16:13:42.860,7,4,2010
-14.884,-174.625,10.0,5.0,,385,,Samoa Islands region,2010-07-04 13:38:32.640,7,4,2010
-8.469,-80.471,28.7,5.7,,501,4.0,off the coast of northern Peru,2010-07-04 06:57:44.810,7,4,2010
18.528,145.085,464.6,5.4,,449,,"Pagan region, Northern Mariana Islands",2010-07-04 05:21:15.540,7,4,2010
-3.5,149.5,10.0,5.0,,385,,Bismarck Sea,2010-07-03 20:23:04.000,7,3,2010
39.058,140.715,24.9,5.1,,402,4.0,"eastern Honshu, Japan",2010-07-03 19:33:14.680,7,3,2010
-11.414,163.59,55.5,5.3,,432,,Solomon Islands,2010-07-03 12:13:32.180,7,3,2010
-21.7,-174.993,5.8,5.0,,385,,Tonga,2010-07-03 04:22:08.640,7,3,2010
-9.378,67.014,10.0,5.1,,400,,Mid-Indian Ridge,2010-07-03 01:37:30.720,7,3,2010
-9.75,66.25,10.0,5.1,,400,,Mid-Indian Ridge,2010-07-03 00:37:28.000,7,3,2010
-9.246,67.324,10.0,5.1,,400,,Mid-Indian Ridge,2010-07-03 00:37:25.260,7,3,2010
-34.775,-71.638,54.8,5.1,,452,108.0,"Libertador General Bernardo O'Higgins, Chile",2010-07-03 00:05:06.000,7,3,2010
11.779,143.106,16.7,5.0,,385,,south of the Mariana Islands,2010-07-02 20:07:16.000,7,2,2010
10.227,92.249,24.8,5.4,,449,,"Andaman Islands, India region",2010-07-02 18:23:09.050,7,2,2010
-13.672,166.448,35.0,5.0,,385,,Vanuatu,2010-07-02 16:25:25.810,7,2,2010
-16.985,-173.482,10.0,5.0,,385,,Tonga,2010-07-02 15:11:30.260,7,2,2010
-5.376,150.889,108.8,5.2,,416,,"New Britain region, Papua New Guinea",2010-07-02 12:28:00.840,7,2,2010
-13.652,166.605,35.0,5.3,,432,,Vanuatu,2010-07-02 12:00:13.530,7,2,2010
-8.953,160.949,67.4,5.4,,449,,Solomon Islands,2010-07-02 08:07:20.570,7,2,2010
-13.643,166.485,29.0,6.3,5.133,611,,Vanuatu,2010-07-02 06:04:03.130,7,2,2010
-14.476,167.334,201.0,5.0,,385,,Vanuatu,2010-07-02 01:12:45.220,7,2,2010
-35.655,-72.36,24.4,5.1,,409,21.0,"Maule, Chile",2010-07-01 20:58:22.790,7,1,2010
-5.171,129.385,36.3,5.8,,518,,Banda Sea,2010-07-01 16:57:49.260,7,1,2010
1.243,97.187,37.6,5.1,,400,,"Nias region, Indonesia",2010-07-01 15:21:49.570,7,1,2010
-21.699,-174.938,13.8,5.0,,385,,Tonga,2010-07-01 03:07:45.210,7,1,2010
22.96,125.024,5.8,5.3,,432,,southeast of Taiwan,2010-06-30 22:34:28.590,6,30,2010
-21.478,-68.572,131.2,5.0,,385,,"Antofagasta, Chile",2010-06-30 22:24:24.000,6,30,2010
-55.395,-27.94,35.0,5.3,,432,,South Sandwich Islands region,2010-06-30 15:17:11.400,6,30,2010
-0.739,99.786,88.6,5.0,,385,,"southern Sumatra, Indonesia",2010-06-30 10:54:52.480,6,30,2010
16.396,-97.782,20.0,6.3,6.381,994,564.0,"Oaxaca, Mexico",2010-06-30 07:22:27.690,6,30,2010
-50.592,139.324,10.0,5.2,,416,,western Indian-Antarctic Ridge,2010-06-30 05:02:49.670,6,30,2010
-23.307,179.116,581.4,6.4,,630,,south of the Fiji Islands,2010-06-30 04:31:02.160,6,30,2010
-17.177,-173.231,10.0,5.2,,416,,Tonga,2010-06-29 15:32:54.420,6,29,2010
-17.792,-173.553,47.9,5.1,,400,,Tonga,2010-06-29 12:55:34.470,6,29,2010
48.273,154.276,43.3,5.5,,465,,Kuril Islands,2010-06-29 11:48:19.030,6,29,2010
-37.836,-73.278,17.0,5.5,6.633,550,126.0,"Bio-Bio, Chile",2010-06-29 01:40:00.590,6,29,2010
-4.772,153.843,164.1,5.2,,416,,"New Ireland region, Papua New Guinea",2010-06-29 01:24:03.040,6,29,2010
-18.259,168.162,35.0,5.0,,385,,Vanuatu,2010-06-28 23:14:35.530,6,28,2010
-8.884,160.895,35.0,5.3,,432,,Solomon Islands,2010-06-28 18:22:59.210,6,28,2010
-8.947,160.863,35.0,5.8,5.189,519,3.0,Solomon Islands,2010-06-28 18:19:07.700,6,28,2010
30.672,141.593,7.0,5.8,,518,,"Izu Islands, Japan region",2010-06-28 12:07:25.120,6,28,2010
-18.25,168.215,10.0,5.0,,385,,Vanuatu,2010-06-28 10:44:15.400,6,28,2010
-37.91,-75.038,28.2,5.6,,491,20.0,"off the coast of Bio-Bio, Chile",2010-06-28 00:59:47.000,6,28,2010
5.283,126.984,31.0,5.3,,432,,"Mindanao, Philippines",2010-06-27 23:47:29.380,6,27,2010
41.662,141.657,67.6,5.3,,442,29.0,"Hokkaido, Japan region",2010-06-27 21:03:27.220,6,27,2010
-8.954,160.88,32.8,5.1,,400,,Solomon Islands,2010-06-27 14:19:14.830,6,27,2010
-8.873,160.863,35.0,5.1,,400,,Solomon Islands,2010-06-27 13:01:39.410,6,27,2010
13.417,95.768,39.6,5.0,,385,,"Andaman Islands, India region",2010-06-27 10:51:47.720,6,27,2010
14.002,95.347,34.8,5.0,,385,,"Andaman Islands, India region",2010-06-27 09:43:51.360,6,27,2010
-4.489,101.342,27.6,5.4,,449,,"southern Sumatra, Indonesia",2010-06-27 08:47:42.070,6,27,2010
-36.875,-73.48,35.0,5.0,,386,6.0,"offshore Bio-Bio, Chile",2010-06-27 07:15:51.450,6,27,2010
12.064,46.493,10.0,5.0,,385,,Gulf of Aden,2010-06-27 06:32:03.080,6,27,2010
-6.132,130.286,144.2,5.0,,385,,Banda Sea,2010-06-26 22:43:59.570,6,26,2010
-18.927,-69.164,104.4,5.4,,451,7.0,"Tarapaca, Chile",2010-06-26 19:01:18.490,6,26,2010
-4.689,-77.232,117.1,5.2,,417,4.0,northern Peru,2010-06-26 18:40:14.170,6,26,2010
-8.07,108.089,68.0,5.9,4.595,548,27.0,"Java, Indonesia",2010-06-26 09:50:43.090,6,26,2010
-32.917,-177.933,35.1,5.2,,416,,south of the Kermadec Islands,2010-06-26 08:56:24.830,6,26,2010
-10.627,161.447,35.0,6.7,6.316,696,12.0,Solomon Islands,2010-06-26 05:30:19.490,6,26,2010
15.766,-96.251,27.4,5.2,,419,8.0,"Oaxaca, Mexico",2010-06-25 17:09:01.510,6,25,2010
7.588,91.856,35.0,5.2,,416,,"Nicobar Islands, India region",2010-06-25 07:29:00.690,6,25,2010
7.622,91.979,26.1,5.0,,385,,"Nicobar Islands, India region",2010-06-24 18:07:46.760,6,24,2010
-34.539,-108.393,10.0,5.1,,400,,southern East Pacific Rise,2010-06-24 13:49:05.300,6,24,2010
-36.875,-73.535,35.0,5.0,,387,8.0,"offshore Bio-Bio, Chile",2010-06-24 13:24:09.530,6,24,2010
